filename,utterances,timestamps
td09.cha,"['de ballerina heeft een gieter ', 'ze vult de gieter aan de kraan ', 'ze geeft de bloemetjes water ', 'en de zuster komt eraan ', 'de zuster plukt een bloemetje ', 'en geeft die aan de ballerina ', 'de ballerina stopt in m in haar haar ', 'piraat heeft een bal voetbal ', 'hij schopt de bal & eh bij het strand ', 'maar de bal ligt in t water ', 'en de piraat moet huilen ', 'dan komt prins eraan nee de ridder eraan ', 'de ridder heeft een net bij zich ', 'daarmee vist ie de bal uit het water ', 'dan g dan heeft & eh de piraat de bal weer terug ', 'de prinses heeft een euro bij zich om een ijsje te kopen ', 'ze heeft een ijsje gekocht ', 'en eet m op ', 'ze geeft m aan de heks ', 'de heks pakt m aan ', 'en likt eraan ', 'dan gaat ze nog een ijsje kopen ', 'indiaan staat bij een appelboom ', 'dr ligt een steen bij de appelboom ', 'daar gaat ie op staan om bij de appel te kunnen ', 'dan valt ie van de steen ', 'en de cowboy komt eraan met een ladder ', 'hij pakt de & eh appel uit de boom ', 'en geeft m aan de indiaan ', 'indiaan krijgt de appel ']","[['180', '2140'], ['3560', '8840'], ['9880', '13320'], ['13280', '14640'], ['15520', '18000'], ['18000', '21260'], ['22220', '25720'], ['29860', '31860'], ['33700', '38300'], ['39040', '43140'], ['43540', '45040'], ['45060', '47760'], ['48740', '51840'], ['53860', '56260'], ['57200', '61080'], ['63240', '68480'], ['69820', '72640'], ['72380', '74240'], ['74560', '77660'], ['78420', '83080'], ['83780', '86880'], ['87100', '91500'], ['94620', '96620'], ['98140', '102500'], ['102720', '105320'], ['106760', '109060'], ['109000', '112940'], ['113120', '118080'], ['119680', '121360'], ['123460', '126040']]"
td35.cha,"['een ballerina heeft een gieter ', 'ze doet er water in ', 'ze giet het over de bloemen ', 'een dokter plukt de bloemen ', 'de ballerina geeft de bloem aan de dokter ', 'die snap ik niet ', 'oh ze doet de bloem', 'ze plukt er zelf een ', 'en ze doet er die in haar haar ', 'een piraat heeft een bal ', 'hij schopt de bal ver weg ', 'in de zee ', 'en de ridder ziet hem huilen ', 'de ridder heeft een vangnet ', 'hij vist de bal uit het water ', 'en nu is de piraat weer blij ', 'want hij heeft zijn bal weer ', 'de prinses koopt een ijsje ', 'nu heef ze een ijsje ', 'ze geeft het ijsje aan de heks ', 'de heks likt aan het ijsje ', 'de heks likt aan het ijsje ', 'ze koopt nog een ijsje ', 'de indiaan komt bij een appelboom ', 'hij plukt een appel ', 'en staat dan op een steen waar hij goed bij de appel kan ', 'dan valt hij van de steen af ', 'en daar komt een cowboy aan met een ladder ', 'en die plukt de appel voor hem ', 'hij geeft de appel aan de indiaan ', 'de indiaan is nu weer blij ']","[['50', '2650'], ['2790', '7410'], ['9750', '11990'], ['13230', '18250'], ['21430', '24650'], ['29530', '30870'], ['31530', '32990'], ['33450', '34590'], ['34510', '36690'], ['36930', '38670'], ['40520', '43900'], ['44960', '47080'], ['47820', '49480'], ['52280', '54220'], ['55800', '61580'], ['61900', '66700'], ['66820', '67980'], ['68180', '71640'], ['74520', '75440'], ['76110', '80250'], ['83290', '86630'], ['88650', '91370'], ['96020', '98000'], ['99260', '102560'], ['103480', '106500'], ['106480', '110760'], ['111740', '115560'], ['115220', '118040'], ['119160', '124200'], ['125140', '128880'], ['130840', '132600']]"
td21.cha,"['balletdanser heeft een gieter in zn handen ', 'ze vult t met water ', 'ze geeft t aan de bloemen ', 'en de zuster staat ernaast ', 'de dokter ', 'de zuster plukt een bloem ', 'ze geeft t aan het balletmeisje ', 'balletmeisje doet het in haar hare ', 'de piraat speelt met de bal heeft de bal in zn handen bedoel ik ', 'hij trapt de bal op het strand ', 'hij ligt in t water ', 'de ridder staat ernaast ', 'de ridder heeft een netje bij zich ', 'hij vist de bal uit t water ', 'en de piraat is heel blij ', 'want hij heeft m weer terug ', '& eh koningin die prinses die koopt een ijsje ', 'ze likt eraan ', 'ze laat t zien aan de heks ', 'of ze geeft t ', 'ik weet t niet ', 'ze geeft t ', 'en de heks is er blij mee ', 'de heks neemt ook een lik ', 'en de prinses koopt weer opnieuw een ijsje ', 'de indiaan wijst naar de boom met appels ', '& eh naast de boom ligt een rots ', 'en hij klimt er op ', 'en pakt de appel plukt de appel ', 'hij valt van de rots af ', 'de cowboy staat ernaast met de ladder ', 'de cowboy pakt de appel voor em ', 'en geeft em aan de indiaan ', 'de indiaan heeft em nu ', 'en hij is er blij mee ']","[['270', '4990'], ['5270', '8750'], ['11410', '14410'], ['14510', '16250'], ['17290', '17850'], ['20340', '22920'], ['27300', '29300'], ['30880', '35180'], ['35480', '48740'], ['43380', '45800'], ['46400', '49600'], ['49760', '51100'], ['52220', '57120'], ['58000', '73100'], ['65520', '67800'], ['67760', '69080'], ['69440', '73720'], ['74620', '78000'], ['80440', '84580'], ['84580', '85680'], ['85400', '86600'], ['87060', '89860'], ['90100', '92760'], ['93200', '97660'], ['98900', '104180'], ['104730', '107650'], ['108610', '112890'], ['113250', '114670'], ['114710', '118830'], ['120030', '121850'], ['122140', '125160'], ['126200', '131020'], ['133180', '134600'], ['136760', '140420'], ['140420', '141560']]"
td20.cha,"['een ballerina heeft een gieter vast ', 'ze er er is een kraan ', 'ze doet water in de gieter ', 'de ballerina doet geeft water aan de plan aan de bloemen met de gieter ', 'daar komt de zuster aan ', 'de zuster plukt een bloem ', 'de ballerina kijkt ', 'de zuster geeft de bloem aan t meisje aan de ballerina ', 'de ballerina doet de bloem in haar haar ', 'een piraat heeft een voetbal ', 'hij schopt tegen de voetbal op t strand ', 'de voetbal ligt in t water ', 'er komt een ridder aan ', 'de ridder heeft een visnetje ', 'hij vist de bal voor de piraat uit t water ', 'de piraat is blij ', 'en pakt zn bal ', 'een prinses koopt een ijsje ', 'ze heeft likt aan t ijsje ', 'er komt een heks aan ', 'ze geeft het ijsje aan de heks ', 'de heks likt aan t ijsje ', 'de prinses koopt nog een ijsje ', 'een indiaan gaat loopt naar een boom met appels ', 'hij plukt een appel ', 'en staat op een steen ', 'hij valt van de steen ', 'er komt een cowboy aan met een ladder ', 'de cowboy zet de ladder tegen de boom ', 'en klimt omhoog ', 'en plukt de appel ', 'de cowby geeft de appel aan de indiaan ', 'indiaan is blij met de appel ', 'dankjewel ']","[['430', '3650'], ['4650', '10590'], ['10690', '14090'], ['18710', '26510'], ['27090', '28610'], ['30770', '33610'], ['33830', '35470'], ['38650', '43850'], ['44930', '49230'], ['51010', '53170'], ['58270', '61870'], ['62770', '66750'], ['67210', '68750'], ['70170', '73810'], ['78670', '84430'], ['86490', '88510'], ['88910', '89910'], ['91370', '95750'], ['101240', '104900'], ['105880', '110300'], ['113540', '116240'], ['116240', '122400'], ['123800', '128560'], ['130140', '136120'], ['136220', '138080'], ['139180', '141120'], ['141720', '145060'], ['145720', '147980'], ['150220', '152860'], ['152840', '153700'], ['153980', '155000'], ['155060', '159540'], ['160820', '164760'], ['164860', '165360']]"
td34.cha,"['ik zie n indiaan met een boom ', 'en een steen ', 'de indiaan pakt uit de boom een paar appels ', 'de indiaan valt ', 'en de cowboy komt langs met een ladder ', 'de cowboy plukt een appel ', 'de cowboy stapt af ', 'en de cowboy geeft m aan de indiaan ', 'de indiaan is nu heel blij ', 'ik zie een prinses ', 'en die loopt naar een ijscokraam ', 'ze koopt een ijsje met drie bolletjes ', 'die ijsje geeft ze aan de heks die loopt ', 'de heks is nu klein beetje blij ', 'de heks & eh likt eraan ', 'de prinses loopt weer naar de ijscokraam ', 'en koopt nog een ijsje ', 'ik zie een piraat met een bal in de hand in zijn hand ', 'hij schopt de bal vlak bij de water ', '& eh hij is heel verdrietig ', 'want de bal viel in het water ', 'er kwam een riddertje ', 'die ridder had een schepnet vast ', 'hij haalde de bal met de schepnet de bal uit het water ', 'hij geeft m aan de piraat ', 'en de piraat is nu wel heel blij ', 'ik zie een ballerina met een gieter ', 'die ballerina gaat naar n kraan ', 'en gooit er water in ', 'ze geeft de plantjes water ', 'daar komt een assistent van de dokter ', 'ze plukt een bloem ', 'ze geeft m aan de ballerina ', 'de ballerina doet haar m in haar haar ']","[['880', '2660'], ['3080', '3840'], ['5700', '10920'], ['12340', '20140'], ['19590', '23770'], ['24910', '28810'], ['33330', '34910'], ['35230', '37570'], ['40670', '42810'], ['43850', '46950'], ['47530', '49410'], ['53530', '56070'], ['59250', '63550'], ['65250', '69930'], ['73410', '76570'], ['77120', '82980'], ['83440', '84800'], ['86020', '91300'], ['93340', '96240'], ['99680', '101420'], ['101560', '103520'], ['103180', '104320'], ['106100', '111100'], ['112660', '118520'], ['121460', '123540'], ['123820', '126420'], ['127240', '131380'], ['133300', '136780'], ['136760', '138080'], ['139880', '141940'], ['141840', '144180'], ['146400', '148660'], ['152300', '154040'], ['187030', '187630']]"
td08.cha,"['meisje heeft een gieter ', 'het meisje doet water in de gieter ', 'het meisje die & ehm geeft de plantjes water ', 'en de dokter kijkt ', 'het meisje die kijkt hoe de dokter de plantjes plukt ', 'de dokter geeft t bloemetje aan het meisje ', 'het meisje doet de bloem in haar haar ', 'de piraat heeft een bal ', 'de piraat schopt de bal ', 'de ridder die komt eraan ', 'en de piraat moet huilen omdat de bal in het water is gegaan ', 'dan heeft de ridder een net ', 'en die piraat kijkt er naar ', 'de ridder pakt de bal ', 'en de piraat heeft zn bal weer ', 'de prinses die koopt een gaat een ijsje kopen ', 'de prinses heeft een ijsje ', 'de prinses geeft het ijsje aan de heks ', 'de heks heeft een ijsje ', 'de heks likt aan het ijsje ', 'de prinses koopt een nieuw ijsje ', 'de indiaan kijkt naar de appels ', 'en wijst er naar ', 'de indiaan gaat op een steen staan ', 'probeert een appel te plukken ', 'de indiaan valt ', 'en de cowboy komt er aan met een ladder ', 'de cowboy plukt een abbel appel terwijl hij op de ladder staat ', 'de cowboy geeft de appel aan de indiaan ', 'de indiaan is blij met zn appel ']","[['160', '1540'], ['2840', '6420'], ['8700', '13420'], ['13820', '15320'], ['16710', '25070'], ['26350', '31330'], ['32970', '36230'], ['37760', '40560'], ['41920', '44680'], ['45760', '49500'], ['49700', '53820'], ['55320', '58840'], ['59500', '62200'], ['63320', '65040'], ['66160', '70440'], ['72400', '79320'], ['80220', '83660'], ['84580', '89440'], ['89980', '93700'], ['94980', '98640'], ['100400', '103740'], ['105420', '109580'], ['109670', '111530'], ['111890', '115510'], ['116250', '118410'], ['121430', '122850'], ['124410', '126910'], ['127790', '133270'], ['135390', '137850'], ['139590', '141730']]"
td22.cha,"['een indiaan zag een & eh boom met appels ', 'hij pakte een appel ', 'en ging op de steen staan ', '& ohjee hij viel draf ', 'alleen de caiboy cowboy had een ladder ', 'en ging de appel pakken ', 'en gaf die aan de indiaan ', 'die indiaan was hartstikke blij ', 'de prinses wou een ijsje kopen ', 'ze had een ijsje ', '& mm het was heerlijk ', 'ze smulde ervan ', 'en gaf de heks ook een likje ', '& oh nee de heks mocht het hele ijsje hebben ', 'de heks smulde dr ook van ', 'de koningin ging weer een ijsje halen voor haarzelf ', 'een piraat met de bal ', 'trapte de bal keihard ', 'en viel in t water ', 'daar kwam de ridder aan ', 'de ridder had een net bij zich om de bal uit te halen ', 'ja het is gelukt !', 'het was druit ', 'de bal ', 'piraat was weer blij met zn bal ', 'er was een meisje met een gieter ', 'een ballerina ', 'de ballerina ging op dr teentjes staan ', 'en ging water halen in de gieter ', 'de ballerina ging de bloemetjes water geven ', 'en daar kwam de zuster aan ', 'de zuster plukte een bloemetje ', 'en gaf die aan de ballerina ', 'en de ballerina doet t mooi in haar haar ']","[['200', '4400'], ['6400', '7600'], ['7520', '9180'], ['11760', '12980'], ['13120', '16280'], ['15940', '20680'], ['21360', '26220'], ['27740', '31540'], ['31860', '34440'], ['36800', '37540'], ['37500', '38780'], ['40760', '41880'], ['42440', '45280'], ['48260', '51340'], ['52360', '56260'], ['59840', '63420'], ['64400', '66580'], ['66820', '70320'], ['72040', '74540'], ['74700', '76120'], ['77100', '81600'], ['82740', '84460'], ['84420', '85360'], ['86080', '86680'], ['87540', '90980'], ['92040', '94100'], ['94280', '94880'], ['96960', '99840'], ['99820', '101640'], ['102040', '107720'], ['107760', '109180'], ['111140', '113000'], ['114860', '118520'], ['121080', '124460']]"
td36.cha,"['er staat een meisje in de tuin met een gieter ', 'ze & eh gaat de gieter vol maken ', '& eh nee niks ', 'ze gaat de bloemtjes water geven ', 'dan komt er een een dokter aan ', 'en die plukt een bloem ', 'die is voor de balletdanseres ', 'die doet ze in haar haar ', 'er speelt een piraat met de bal ', 'hij schopt em ', 'hij ligt in het water ', 'en hij huilt ', 'en dan komt er een ridder aan ', 'hij heeft een net bij zich ', 'hij vist hem zo weer uit het water ', 'en de piraat heeft zn bal weer terug ', 'er staap een prinses bij een ijsjes & eh winkeltje ', 'ze koopt een ijsje ', 'dan komt er een heks voorbij ', 'het prinsje geeft het ijsje aan de heks ', 'ze eet ervan ', 'en het prinses koopt nog een ijsje ', 'er is een indiaan bij de boom ', 'z hij wil een appel pakke ', 'hij komt er niet bij ', 'dan komt er een cowboy langs ', 'die heeft een ladder bij zich ', 'die klimt in de boom ', 'en pakt een appel ', 'en die appel geeft hij aan de indiaan ', 'dan eet de indiaan hem op ', 'en einde ']","[['430', '3470'], ['3850', '8430'], ['9730', '12170'], ['12550', '17010'], ['17630', '25510'], ['26410', '27630'], ['28510', '32450'], ['36410', '38610'], ['40030', '42370'], ['43550', '45610'], ['47910', '50090'], ['51010', '51890'], ['53610', '56350'], ['56310', '60610'], ['61610', '65670'], ['68050', '70890'], ['72110', '80270'], ['81360', '84860'], ['85520', '89360'], ['92500', '98020'], ['102250', '104150'], ['104950', '110750'], ['112510', '114970'], ['117550', '118830'], ['120900', '122560'], ['122660', '124400'], ['125000', '126380'], ['127020', '129880'], ['129800', '130960'], ['132700', '136600'], ['139060', '142780'], ['143840', '144880']]"
td37.cha,"['de indiaan loopt naar de boom ', 'hij ziet een rijpe appel ', 'hij gaat op de steen staan die bij de boom ligt ', 'en plukt de appel ', 'maar hij kan er niet bij ', 'dan valt ie van de steen af ', 'dan komt de cowboy eraan met een ladder ', 'de cowboy plukt met zet de ladder tegen de boom aan ', 'en plukt de appel ', 'de cowboy gaat weer naar benede ', 'en geeft de appel aan de indiaan ', 'de indiaan kijkt blij ', 'want hij heeft de appel gekrege van de cowboy ', 'de prinses gaat naar de ijscokraam ', 'en ze heeft één euro bij zich ', 'ze koopt een ijsje met drie bolletjes ', 'één is wit ', 'één is lichtbruin ', 'en de andere is blauw ', 'dan komt de heks eraan ', 'en die kijkt naar t ijsje ', 'de heks mag ook n hapje van de prinses ', 'en de prinses geeft de ijsco aan de heks ', 'de heks neemt een likje en zegt', '& hm lekker ', 'nou is weer hetzelfde plaatje ', 'ze koopt nog een ijsje voor zichzelf ', 'want dat andere ijsje mag de heks hebbe ', 'de piraat gaat heeft een voetbal in zijn hand ', 'hij gaat voetballe ', 'hij gaat voetballe bij het water ', 'en schiet de bal ', ' maar dat is niet zo slim van hem ', 'want straks valt hij nog in t water ', 'de bal valt in t water ', ' de piraat huilt ', 'en dan komt de ridder erbij ', 'de ridder heeft een net bij zich ', 'daarmee kan hij de bal uit het water visse ', 'hij heeft de bal uit t water gevist voor de piraat ', 'de piraat ga kijkt weer blij ', 'maar dan & ehm dan zegt de ridder', 'niet meer bij het water voetballe ', 'de ballerina heeft een emmer in haar hand met water dr in ', 'ze doet er nog meer water bij ', 'dan geeft ze de bloemetjes water ', 'ze zijn mooi roze ', 'en de ballerina houdt van roze ', 'kijk maar naar haar pakje ', 'dan komt de zuster eraan ', 'die plukt een bloemetje ', 'en de ballerina kijkt naar de zuster ', 'ze & de ballerina en de zuster prate tegen elkaar ', 'en de zuster heeft t bloemetje in haar hand ', 'ze geeft t bloemetje aan de ballerina ', 'en de ballerina doet het bloemetje in haar haar ']","[['180', '2540'], ['2920', '5960'], ['6580', '12880'], ['12840', '14520'], ['14600', '15680'], ['17770', '20350'], ['20630', '23050'], ['24250', '32390'], ['32150', '33230'], ['35620', '38360'], ['38520', '40360'], ['41780', '47980'], ['48060', '51580'], ['52440', '54420'], ['55570', '58430'], ['58630', '62910'], ['63770', '64630'], ['64610', '65590'], ['66230', '67710'], ['71930', '73310'], ['73390', '74710'], ['81560', '85100'], ['85860', '88900'], ['90180', '94780'], ['95620', '95640'], ['100900', '102040'], ['102440', '106140'], ['106560', '108640'], ['110220', '114520'], ['114420', '115300'], ['119000', '120780'], ['120590', '122210'], ['122210', '126770'], ['126570', '128250'], ['129030', '135290'], ['136150', '138850'], ['138990', '140410'], ['141930', '144170'], ['144130', '146430'], ['147810', '154390'], ['156010', '161250'], ['161160', '166160'], ['166540', '168040'], ['169460', '175700'], ['175720', '182560'], ['183200', '188000'], ['188840', '189920'], ['190060', '191880'], ['192700', '194080'], ['194650', '198970'], ['199530', '201790'], ['202210', '206010'], ['209260', '216120'], ['216360', '218940'], ['219360', '223480'], ['224100', '227340']]"
td23.cha,"['een meisje & ehm gietert de bloemen ', 'ze deed dr water in ', 'ze ging gieten ', 'ze zag een dokter ', 'de dokter plukte de bloemen ', 'de dokter geeft t aan het meisje ', 'en t meisje deed de bloem in t haar haar ', 'een Pietpiraat speelde met een bal ', 'hij schiette heel hoog ', 'opeens viel hij in t water ', 'de Pietpiraat huilde ', 'er kwam een ridder aan ', 'de ridder had een visnet ', 'de ridder pakte de met een visnet de bal met de bal de bal uit het water ', 'en dan kan de Pietpiraat weer spelen met zijn bal ', 'ze bal ', 'de fee gi wou een ijsje kopen ', 'de fee at drie bolletjes ', 'fee geeft em aan de heks ', 'de heks hield em vast ', 'de heks & ehm ging er eens een likje van ete ', 'en toen ging de fee weer één een ijsje kope ', 'een indiaan wou een appel pakken ', 'maar de indiaan kan er nie bij ', 'hij viel er van af ', 'er kwam een kapitein aan ', 'de kapitein haalde het met zn ladder een appel uit de boom ', 'en geefde de appel aan de indiaan ', 'de indiaan had weer een appel ']","[['140', '2740'], ['2840', '7480'], ['8180', '10820'], ['11140', '12860'], ['18080', '19860'], ['23000', '26200'], ['27320', '33520'], ['34420', '36940'], ['39520', '41040'], ['43280', '45600'], ['45980', '48180'], ['48720', '51180'], ['53060', '54620'], ['57260', '67720'], ['69140', '76600'], ['87080', '87620'], ['78650', '83110'], ['84390', '87290'], ['89170', '93310'], ['94830', '98090'], ['99330', '106430'], ['107230', '114050'], ['114570', '117330'], ['119600', '122200'], ['122460', '126400'], ['127020', '133560'], ['135170', '141470'], ['142270', '148030'], ['149190', '153010']]"
td06.cha,"['de indiaan wijst naar naar de appelboom ', 'hij gaat op een rots staan ', 'en wil een appel plukken van de boom ', 'maar de indiaan valt van de rots ', 'en de cowboy komt met een ladder ', 'de cowboy die klimt in in de boom met de ladder ', 'en pakt een appel voor de indiaan ', 'en de cowboy die geeft nu de appel aan de indiaan ', 'de indiaan is trots met zn appel ', 'het prinsesje heeft één muntj heeft één euro in haar hand ', 'ze gaat naar de ijskraam ', 'ze heeft de het prinsesje heeft een lekker ijsje ', 'en likt het af ', 'prinsesje die vraagt aan de heks of ze of ze ook een likje wil ', 'de heks die pakt t pakt het ijsje ', 'en likt eraan ', 'en nu likt ze draan ', 'en vindt ze t lekker ', 'het prinsesje gaat weer terug naar de ijskraam ', 'en neem en heeft weer één euro in haar hand ', 'het piraatje heeft een bal in zn hand ', 'hij schopt hij schopt hem met zn been ', 'alleen de bal die valt in het water ', 'de ridder die staat naast hem ', 'de ridder heeft een een een & euh visnet ', 'en de ridder die haalt de die haalt de bal eruit ', 'en de piraat is dol met dolblij met zn bal ', 'de ballerina heeft een vergiet in haar hand ', 'ze gaat naar de waterkraan ', 'en doet er en doet er water in ', 'ze gaat de bloemetjes water geven ', 'maar dan maar de dokter die staat ernaast ', 'de dokter plukt de bloemetjes van de ballerina ', 'de ballerina die is blij ', 'en de dokter is ook heel blij met haar bloemetje ', 'maar de dokter geeft t bloemetje aan aan de ballerina ', 'en de ballerina is er blij mee ']","[['60', '2140'], ['2560', '5960'], ['6020', '8840'], ['9280', '12820'], ['13320', '15540'], ['16200', '20120'], ['19800', '21700'], ['22660', '27320'], ['28400', '31480'], ['33700', '37020'], ['37160', '38320'], ['41070', '43170'], ['43570', '44630'], ['45610', '51370'], ['52910', '57290'], ['57450', '58370'], ['60750', '62490'], ['62910', '65610'], ['66810', '70870'], ['71330', '73790'], ['76370', '79010'], ['79810', '83270'], ['83570', '89190'], ['89490', '92010'], ['93090', '110150'], ['97830', '101250'], ['101810', '105750'], ['107950', '112590'], ['113730', '117110'], ['117180', '119620'], ['119660', '123520'], ['123780', '126600'], ['127840', '131640'], ['133420', '136120'], ['135960', '138420'], ['139260', '143320'], ['143520', '145940']]"
td12.cha,"['die indiaan ziet een boom met drie appels ', 'er ligt ook een steen naast de boom ', 'hij klimt op de steen om een appel te pakken ', 'hij valt van de steen af ', 'daar komt een cowboy met een ladder voor hem ', 'hij zet de la & eh ik & de cowboy zet de ladder tegen de boom ', 'en pakt de appel ', 'hij geeft m aan de indiaan ', 'de indiaan gaat ervan eten ', 'de feeprinses geeft een euro aan de ijscokraam omdat ze graag een ijsje wil ', 'ze heeft een ijsco met drie bolletjes ', 'en loopt daarmee vrolijk weg terwijl ze het ijsje oplikt ', 'dan & eh ziet ze de de heks ', 'ze geeft het ijsje aan de heks ', 'nou heeft de heks een ijsje ', 'vindt het erg lekker ', 'ze likt er nog een van ', 'en nog eentje ', 'dan gaat ze we dan gaat het prinsesje weer naar de ijscokraam ', 'ze geeft weer een euro voor weer een ijsje ', 'de & eh piraat heeft een voetbal ', 'hij gaat er met zn houten been mee schoppen vlakbij zee ', '& oh & oh de bal valt in het water ', 'daar komt de ridder aan ', 'die heeft een schepnet ', 'hij pakt de bal met zijn schepnet ', 'dan heeft de piraat zijn bal weer terug ', 'de ballerina heeft een gieter ', 'ze vult de gieter met water ', 'ze strooit er & eh & ehm ze giet t over de plantjes ', 'daar komt de zuster ', 'de zuster plukt een plantje ', 'bloemetje eigenlijk ', 'ze geeft m aan de ballerina ', 'de ballerina doet m in haar haar ']","[['300', '2720'], ['3520', '8200'], ['8180', '11000'], ['12220', '15320'], ['15600', '17820'], ['20740', '23560'], ['23400', '24400'], ['24980', '28880'], ['29860', '33260'], ['37500', '44600'], ['45940', '47600'], ['47800', '50800'], ['52480', '67840'], ['56280', '58620'], ['59260', '61700'], ['61920', '63180'], ['65240', '66960'], ['66960', '68680'], ['70460', '73380'], ['73880', '76020'], ['78500', '82240'], ['82680', '87620'], ['90740', '92940'], ['93000', '94320'], ['95640', '96580'], ['97300', '101300'], ['101760', '105940'], ['111560', '113740'], ['115150', '117210'], ['118830', '123090'], ['123110', '124190'], ['125630', '127470'], ['128090', '128870'], ['129010', '132130'], ['134470', '136770']]"
td13.cha,"['& eh het meisje heeft een gieter vast ', 'zij vult de gieter met water ', 'het meisje & eh die & eh geeft de bloemen water ', 'en de dokter die & eh of de zuster & eh die kijkt ', 'en de zuster die & eh plukt nu een bloem ', 'en de zuster geeft de bloem aan het meisje ', 'en het meisje doet de bloem bij haar hoofd ', 'ja in haar haar ', 'de piraat die & eh heeft de bal vast ', 'en de piraat die schopt & eh de bal in het water ', 'nu moet ie huilen ', 'en & ehm het & eh de ba want & eh de bal ligt in het water ', 'en hij kan niet zwemmen ', 'de ridder & eh die pak heeft een & eh schepnet bij zich ', 'en die & ehm gaat het gaat de bal uit het water vissen ', 'en het is hem gelukt ', 'en de piraat die kijkt nu is nu weer een beetje blij ', '& eh en & eh nu is tie helemaal blij van', 'ik heb de bal weer ', '& eh de prinses die koopt een ijsje ', 'ze vindt hem heel erg lekker ', 'dan komt de heks eraan ', 'en het mei en de prinses geeft m aan de heks ', 'de heks vindt m ook heel lekker ', 'en het meisje koopt nog een & eh ijsje ', '& eh i de prinses bedoel ik ', '& eh de indiaan die wil een appel kopen & eh plukken uit een boom ', '& eh hij kon er nie bij ', 'en nu ga & eh probeert op een steen te klimmen ', 'en komt er nog steeds niet bij ', 'nou valt de indiaan van de steen ', 'en dan komt & eh de in & eh dus de cowboy die komt dr aanlopen met een ladder ', 'en die & eh gaat & eh appel plukken ', 'en & eh helemaal bovenaan met de trap ', 'en plukt de appel ', 'de cowboy geeft m aan de indiaan ', 'en nu is de indiaan weer helemaal blij ']","[['500', '2640'], ['3440', '6740'], ['7440', '14080'], ['14240', '19740'], ['20130', '25970'], ['26250', '30850'], ['31690', '36750'], ['39320', '41580'], ['42200', '45540'], ['46560', '50340'], ['51900', '53240'], ['53720', '58640'], ['58260', '59440'], ['61340', '65920'], ['65800', '68540'], ['69500', '71580'], ['72280', '75260'], ['77770', '80190'], ['80650', '81530'], ['84070', '86070'], ['88350', '89690'], ['91810', '92910'], ['95390', '97550'], ['98980', '100800'], ['101620', '105140'], ['105600', '107240'], ['108640', '113000'], ['119000', '120540'], ['120260', '122880'], ['123220', '124520'], ['125540', '129140'], ['129980', '139040'], ['138640', '143360'], ['143780', '148320'], ['148640', '149920'], ['150460', '155780'], ['157960', '160500']]"
td07.cha,"['de ballerina geeft water ', 'ze doet r nieuw water bij bij de kraan ', 'ze plant ermee de bloemetjes van de dokter ', 'de dokter plukt de bloemetjes ', 'de dokter geeft er één aan de ballerina ', 'de ballerina stopt t in haar haar ', 'de piraat heeft een bal ', 'schopt m in het water ', 'de ridder komt eraan ', 'en de piraat huilt ', 'de ridder heeft een net bij zich of de ridder heeft een net bij zich ', 'en de ridder vangt de bal op in het water ', 'dan heeft de piraat weer de bal ', 'de prinses koopt een ijsje ', 'ze likt eraan ', 'ze geeft het aan de heks ', 'de heks pakt m vast ', 'de heks likt aan ', 'dan gaat de prinses terug om nog een ijsje te kopen ', 'de indiaan wilt een appel ', 'hij probeert op de steen te staan om m te pakken ', 'hij valt eraf ', 'de cowboy komt met een ladder ', 'en zet t tegen de boom aan ', 'en pakt er één ', 'geeft m aan de indiaan ', 'de indiaan is weer blij ']","[['370', '3890'], ['4990', '10190'], ['12150', '15770'], ['18130', '20570'], ['23430', '26030'], ['28410', '30770'], ['34670', '36330'], ['37960', '39920'], ['41500', '45200'], ['45340', '46560'], ['49440', '54440'], ['56900', '60860'], ['62960', '65820'], ['69720', '76500'], ['76760', '81420'], ['83920', '85660'], ['86940', '91340'], ['92220', '95400'], ['95460', '104360'], ['104660', '109260'], ['111100', '114700'], ['117390', '118730'], ['126870', '129910'], ['130110', '131910'], ['132230', '133350'], ['135290', '136810'], ['139750', '170130']]"
