,filename,utterances,timestamps
15,c01.cha,"['een meisje een ballerina die gaat .. de water die gaat het water over het gras heen doen .', 'ze ze haalt het water .', 'en ze geeft de bloemetjes water .', 'maar er komt een zuster aan .', 'ze plukt een bloemetje .', 'die is voor jou .', 'ze doet hem in haar haar .', 'ze lacht .', 'en ze doet haar ogen dicht .', 'die piraat die heeft een voetbal gepakt .', 'hij schopt hem in het water .', 'en hij lacht .', 'nu gaat hij huilen .', 'en er komt er een meneertje aan .', 'ik weet niet hoe dat heet .', 'en en die hebt een net .', 'en dan kijkt de piraat weer blij .', 'die haalt . die bal uit het water .', 'hij is weer blij .', 'hij lacht .', 'en hij heeft zijn voetbal weer in zijn hand .', 'een prinses die hee die neemt een ijsje . met een euro in de één .', 'ze heeft . ze likt van haar ijsje af .', 'er komt een heks aan .', 'en ze zegt', 'die is voor jou .', 'dankjewel .', 'ze likt aan het ijsje .', 'daarna neemt ze weer een euro .', 'en ze geeft één euro .', 'en ze neemt er weer een ijsje .', 'die pakt een appel met een ladder .', 'hij klimt naar boven .', 'hij pakt een appel .', 'en . daar komt de cowboy aan .', 'hij haalt de ladder weg .', 'hij neemt hem mee .', 'en die ander die blijft er staan .', 'hij is . hij doet . hij heeft zijn mond open .', 'en hij staat op het takje .']","[['1150', '10630'], ['10710', '15150'], ['16130', '19330'], ['19160', '20840'], ['21300', '24820'], ['25940', '29880'], ['30560', '35980'], ['35800', '36420'], ['36720', '38120'], ['61990', '64830'], ['66010', '68790'], ['69890', '70850'], ['72350', '75290'], ['76130', '79170'], ['79250', '80490'], ['81730', '84590'], ['84610', '88030'], ['89310', '93490'], ['93590', '94750'], ['96430', '98430'], ['98830', '100910'], ['122260', '129200'], ['130500', '133480'], ['133500', '139300'], ['140340', '141220'], ['141220', '142920'], ['144340', '147140'], ['153460', '155080'], ['159320', '161100'], ['162680', '163900'], ['163920', '165720'], ['190990', '193750'], ['195690', '197290'], ['197690', '202530'], ['202910', '205950'], ['209290', '211470'], ['212750', '216750'], ['216730', '218890'], ['225150', '230570'], ['231010', '232690']]"
16,c29.cha,"['. meisje gietert .', 'ze wil wat water in de kraan doen .', 'ze wil plantjes water geven .', 'ziekenmevrouw wil de bloemen plukken .', 'de ziekenmevrouw wil de bloemen aan het meisje geven .', 'het meisje heeft heeft het bloemetje in het haar .', 'die piraat heeft een bal .', 'de piraat de piraat wil de bal in het zee in de zee stoppen .', 'de piraat is nat .', 'de ridder heeft tennisnetten .', 'de ridder vangt de bal op .', 'de piraat heeft de bal .', 'dat meisje wil een ijsje .', 'ze heeft een ijsje .', 'het meisje wil het aan aan de tovenaar geven .', 'de tovenaar wil hem opeten .', 'de tovenaar gaat aan eraan likken .', 'het meisje wil nog een ijsje .', 'de indiaan wil een appel pakken .', 'de indiaan xxx gaat op een ladder .', 'een cowboy wil ook een appel .', 'de de cowboy wil de ladder wegdoen .', 'de cowboy neemt de ladder mee .', 'de ridder de indiaan schreeuwt .']","[['560', '2920'], ['4080', '10380'], ['10740', '14300'], ['20440', '21880'], ['23680', '31340'], ['67060', '68200'], ['71080', '72780'], ['73680', '81580'], ['82880', '85280'], ['85890', '92090'], ['93610', '100010'], ['100810', '105310'], ['133310', '137310'], ['139680', '141480'], ['143140', '148900'], ['150340', '153800'], ['156260', '159540'], ['160460', '165580'], ['193310', '197170'], ['200340', '203300'], ['204220', '211640'], ['215220', '219160'], ['219980', '224800'], ['226040', '231500']]"
17,c28.cha,"['.. weet ik niet meer wat dat is .', 'ze gaat de bloemen water geven .', 'en gaat ze een beetje water pakken .', '& ehm . dat weet ik niet meer .', 'hij gaat bloemen water geven .', 'dan gaat ze dokter een bloemetje pakken .', 'die geeft ze aan het danseresje .', 'en doet ze in haar haar .', 'piraat ?', 'gaat voetballen .', 'dan gaat hij schoppen .', 'en dan ligt hij in het water .', 'en dan gaat de ridder hem eruit met een net halen .', '.. dat weet ik niet meer .', 'geeft hij hem aan aan aan de piraat .', 'ze geeft een muntje .', 'en ze krijgt een ijsje .', 'ze heeft een ijsje in de hand .', 'en ze gaat hem oplikken .', 'en nu geeft ze hem aan de heks .', '& ehm .. dan weet ik het niet meer .', '& ehm ... en ze de heks gaat haar hem opeten .', 'en dan gaat en nu gaat ze hem opeten .', 'en dan gaat ze eerst likken .', 'en daarna gaat nadat ze het opgelikt heeft gaat ze dat harde eten .', 'en dan geeft ze weer xxx een muntje xxx .', 'de indiaan gaat appels één appeltje plukken .', 'en dan pakt hij nu xxx .', 'gaat hij eerst een ladder pakken .', 'en daarna gaat hij een appeltje pakken .', 'en dan komt de cowboy .', 'dan neemt hij hem mee .', 'en dan zit hij alleen in een boom .']","[['2180', '4140'], ['7820', '10460'], ['13960', '17100'], ['22650', '24750'], ['28710', '30970'], ['35110', '40210'], ['43770', '47010'], ['51510', '54090'], ['75910', '76410'], ['77090', '77890'], ['80650', '83570'], ['84090', '88810'], ['93250', '98110'], ['102470', '104290'], ['117160', '121700'], ['149060', '150760'], ['150740', '152080'], ['154300', '156800'], ['156560', '157600'], ['158920', '164340'], ['170470', '172770'], ['174230', '185790'], ['191200', '193640'], ['193600', '194860'], ['194900', '199340'], ['202340', '205800'], ['226800', '231340'], ['236430', '238550'], ['238570', '241190'], ['241270', '243450'], ['244990', '250550'], ['260920', '266160'], ['266940', '271360']]"
18,c14.cha,"['zangeres met emmer .', 'gaat naar de kraan .', 'ze doet er water in .', 'ze geeft het water aan de plantjes .', 'de dokter pakte een plantje .', 'de dokter geeft het aan het zangeresje .', 'zangeresje die doet het op haar hoofd .', 'Pietpiraat met een bal .', 'hij pakt een net .', 'hij haalt de bal eruit .', 'Pietpiraat is er weer blij mee .', '. prinses die wil een ijsje .', 'ze neemt er een slikje van .', 'ze geeft hem aan de heks .', 'de heks . die is er blij mee .', 'de heks neemt er een slikje van .', 'dan vraagt ze om nog een ijsje .', 'de indiaan gaat naar een boom .', 'hij klimt op de trap .', 'hij probeert de appel te pakken .', 'de cowboy die pakt de trap .', 'de cowboy gaat ermee weg .', 'de indiaan die schreeuwt heel hard']","[['2320', '3260'], ['13400', '16560'], ['18140', '19880'], ['22140', '24840'], ['27680', '33460'], ['36660', '49980'], ['45420', '65440'], ['71850', '72970'], ['75930', '88530'], ['120720', '121320'], ['120180', '123940'], ['123440', '127300'], ['128500', '134120'], ['139580', '140480'], ['140800', '152360'], ['154680', '157780'], ['188200', '188720'], ['188540', '189660'], ['190720', '195900'], ['197860', '201940'], ['207400', '209920'], ['210620', '216040'], ['219670', '228790']]"
19,c02.cha,"['weet het niet meer .', 'weet ik niet .', 'de danseres had een gieter in zijn hand .', 'en xxx water in doen .', 'toen stapte & polie op de bloemetjes .', 'en een dokter komt eraan .', 'de dokter plukt een bloemetje .', 'hij geeft hem aan de danseres .', 'en hij doet hem in zijn haar .', 'dat is een dief .', 'hij heeft een bal in zijn hand .', 'en hij schopt hem omhoog .', 'en hij schopt hem omhoog .', 'en . en een ridder komt er aan .', 'de bal ligt in het water .', 'en en de piraat huilt .', 'en & ehm . de ridder hebt een net in zijn hand .', 'en hij wilde de bal weer uit het water halen .', 'en hij heeft hem uit het water gepakt .', 'en de & piraat is er weer blij om .', 'en hij speelt er weer fijn mee .', 'er is een prinses en een ijsje .', 'en die heeft één euro .', 'en hij wil een ijsje kopen .', 'en hij likt er fijn aan .', 'en hij likt er fijn aan !', 'en hij geeft hem aan de heks .', 'en heks kijkt ernaar .', 'en hij pakt hem aan .', 'en heks xxx .', 'en de heks likt er ook fijn aan .', 'en de prinses wil weer een ijsje kopen .', 'er is een indiaan met een trap in zijn hand .', 'en hij wil een appel pakken .', 'hij klimt op de ladder .', 'en wil pakt een appel .', 'en daar komt', 'ja ik weet niet hoe die heet .', 'cowboy komt eraan .', 'en hij zegt wat hij aan het doen is .', 'haalt de ladder ervan weg .', 'en hij pakt de ladder .', 'indiaan kan er niet meer vanaf .', 'en hij blijft er de hele dag erop zitten .', 'en indiaan wil ook een appel uit de boom halen .', 'oh , en de indaan zegt']","[['2120', '3580'], ['7040', '9680'], ['12080', '14900'], ['20040', '21440'], ['22120', '26280'], ['26420', '29820'], ['32740', '35700'], ['36240', '50420'], ['76040', '77180'], ['71300', '72800'], ['73140', '75000'], ['76880', '80080'], ['82720', '84080'], ['87980', '101680'], ['90440', '92360'], ['92180', '94500'], ['97940', '102960'], ['103340', '106240'], ['110380', '112860'], ['113260', '116820'], ['119940', '121480'], ['141000', '143080'], ['143260', '144520'], ['144900', '146440'], ['148300', '152360'], ['153880', '155840'], ['155960', '160840'], ['164280', '167480'], ['168240', '172820'], ['173400', '176240'], ['185540', '187860'], ['191520', '195940'], ['213580', '218420'], ['218220', '219680'], ['220640', '223260'], ['223640', '225500'], ['229660', '231360'], ['232570', '233430'], ['234870', '237850'], ['238150', '241170'], ['242550', '245890'], ['246770', '248050'], ['248670', '250610'], ['253590', '256510'], ['256870', '261190'], ['261610', '267190']]"
20,c16.cha,"['die gaat water sproeien .', 'die gaat water sproeien .', 'ze gaat er water in doen .', 'ze gaat het water door de bloemen natmaken .', 'anders gaan ze dood .', 'en en dokter gaat plukte één bloem .', 'ze geeft hem aan haar .', 'ze slaapt .', 'dat is Pietpiraat .', 'ze gaat voetballen .', 'ze huilt .', 'nu huilt hij niet meer .', 'ze ze gaat zijn bal pakken .', 'en nu heeft hij de bal weer terug .', 'ze gaat ijsjes kopen .', 'ze heeft een ijsje .', 'de .. de mevrouw die geeft hem aan de heks .', 'en nu heeft de heks hem .', 'nu geeft de heks weer aan de xxx .', 'nu slikt de heks .', 'nu geeft hij [///] nu pakt hij nog een ijsje .', 'ze pakt een ze ze gaat appels plukken .', 'ze gaat op de trap .', 'ze pakt een nieuwe appel .', 'en nu pakt die . agent haar af .', 'nu kan ze niet uit de boom komen .', 'dat is haar eigen schuld .', 'dan moet je daar gewoon niet op komen .', 'ze huilt .']","[['540', '1760'], ['1900', '3600'], ['10820', '13160'], ['16950', '21090'], ['21410', '22650'], ['26250', '32290'], ['39580', '41820'], ['45840', '47760'], ['93060', '93940'], ['99560', '100440'], ['101000', '104240'], ['108660', '110380'], ['112620', '118440'], ['119400', '123760'], ['153740', '156980'], ['159160', '161580'], ['162240', '171560'], ['174380', '177280'], ['178400', '183020'], ['183640', '184700'], ['188380', '191520'], ['215690', '219430'], ['220810', '224230'], ['224310', '229310'], ['231450', '237470'], ['240940', '242700'], ['244060', '245640'], ['245540', '247100'], ['251160', '258320']]"
21,c17.cha,"['een ballerina die heeft alweer een gieter .', 'en doet de kraan open .', 'en loopt de gieter vol .', 'en daarna . geeft ze de bloemetjes water .', 'en de verpleegster staat ernaast .', 'de verpleegster pakt een bloem .', 'en geeft het aan het prinsesje .', 'ze doet de bloem in haar haar .', 'een piraat heeft een bal .', 'en schopt hem in het meer .', 'en nu ligt hij in in het meer .', 'maar de ridder die heeft een schepnet .', 'en pakt de bal eruit .', 'eindelijk heeft de piraat zijn bal terug .', 'een prinsesje geeft één euro aan de ijsman .', 'het prinsesje heeft een ijsje .', 'het prinsesje geeft het ijsje aan de heks .', 'en de heks eet hem op .', 'en likt aan het ijsje .', 'en dan geeft ze nog een euro aan de ijsman .', 'de indiaan pakt een ladder om in de boom te komen voor de appels .', 'hij klimt erop .', 'en springt misschien op de tak .', 'en pakt die appel .', 'hij pakt de appel .', 'en dan komt er een cowboytje aanlopen .', 'de cowboy pakt de ladder .', 'nu zit de indiaan vast in een boom .', 'en hij roept']","[['2200', '4580'], ['7380', '9580'], ['9780', '13160'], ['15340', '20100'], ['20940', '22640'], ['24320', '27280'], ['28580', '45080'], ['68180', '68800'], ['68510', '70050'], ['70670', '75450'], ['77010', '81730'], ['85170', '88190'], ['91580', '92760'], ['93600', '98940'], ['124390', '127670'], ['129870', '133410'], ['134290', '140130'], ['144170', '146950'], ['148330', '151650'], ['152530', '157790'], ['186780', '193820'], ['195220', '196440'], ['197000', '199720'], ['199420', '200680'], ['202260', '204980'], ['205280', '207180'], ['210000', '212380'], ['212620', '219080'], ['224080', '224680']]"
22,c03.cha,"['hij moet water .', 'hij heeft het nodig voor de bloemen .', 'dokter pakt de bloem eruit .', 'de dokter geeft de bloem aan de het balletdanseres .', 'de balletdanseres die doet zijn bloem . op zijn haar .', 'de piraat gaat voetballen .', 'hij schopt het in het water .', 'hij moet huilen omdat hij de bal in het water heeft geschopt .', '.. hij wil een vis vangen .', 'hij wilde de bal .', 'hij kon eindelijk weer voetballen .', 'de prinses die wil een ijsje kopen .', 'dat hij aan het ijsje likt .', 'de prinses geeft het ijsje aan de heks .', 'dan gaat de heks hem opeten .', 'en nou eet hij hem op .', 'koopt een ijsje .', 'de indiaan wil een appel pakken uit de boom .', 'hij klimt op de ladder .', 'en pakt de appel .', 'de cowboy komt .', 'hij wilde zijn trap lenen .', 'toen ging hij weer weg .', 'hij hij heeft geen ladder meer .']","[['22150', '24930'], ['33670', '37010'], ['37610', '46770'], ['51440', '60000'], ['67140', '73400'], ['104190', '105970'], ['107270', '112510'], ['113510', '123830'], ['145240', '150440'], ['153920', '155340'], ['161260', '163300'], ['190120', '193840'], ['206510', '214770'], ['219270', '225310'], ['231970', '235470'], ['236250', '245150'], ['283220', '288720'], ['288220', '291520'], ['292540', '299180'], ['299420', '301840'], ['301980', '310220'], ['311960', '317780'], ['318580', '325720'], ['327520', '336300']]"
23,c07.cha,"['een meisje die geeft de planten . water .', 'en in een gietertje doet het . water erin .', 'en en en ze doet de plantjes .', 'en de dokter die plukt de bloemen .', 'en die geeft het aan het meisje .', 'en die doet ze in het haar .', 'een een piraat die heeft de bal .', 'en die schopt hij in het water .', 'en de bal die ligt nou in het water .', 'en de piraat die moet huilen .', 'en nu is die weer opgehouden met huilen .', 'en de ridder die vangt met een net de bal er weer uit .', 'en de piraat is heel trots .', 'en dan heeft ze er een .', 'en en die geeft ze aan de heks .', 'en de heks die eet het op .', 'en ze geeft het muntje .', 'de indiaan die wil een appel .', 'en hij klimt op de ladder .', 'en dan pakt hij er één .', 'en dan pakt een die pakt hem af .', 'en dan zit hij op een tak .', 'en de indiaan roept', 'help !']","[['1240', '3960'], ['4760', '11740'], ['13840', '18240'], ['18840', '26740'], ['26960', '32120'], ['33520', '37380'], ['61480', '68120'], ['69050', '75150'], ['75530', '81450'], ['81430', '82970'], ['86850', '92330'], ['92630', '101710'], ['135780', '136300'], ['131060', '133840'], ['148940', '161460'], ['158380', '162880'], ['163480', '170500'], ['194230', '196630'], ['198450', '201550'], ['203910', '206210'], ['209410', '214370'], ['214630', '218550'], ['221830', '225450'], ['226190', '226690']]"
24,c13.cha,"['een meisje met een bloempot .', 'de danseres weer .', 'ze doet water via een kraan . ja .', 'en de g die doet de bloemen geeft hij water van een dokter .', 'en de dokter plukt een bloem .', 'en ze geeft het aan de danseres .', 'en ze zet het in haar haar .', 'Pietpiraat met de bal .', 'en die schopt . de bal .', 'de bal gaat in het water .', 'en hij is verdrietig .', 'ja !', 'de ridder haalt een net van de piraat denk ik .', 'en die vist hem eruit .', 'en toen en de piraat met de bal in zijn hand .', '. de prinses wilde graag een ijsje kopen .', 'en ze had een ijsje gekocht .', 'en ze gaf dat ijsje aan de heks .', 'en de heks had hem in zijn hand van een prinses .', 'en ze slikte hem op .', 'de heks die hebt een ijsje ja .', 'en toen koop en kocht de prinses nog een ijsje .', 'een indiaan die ging naar een appelboom .', 'die deed de ladder tegen de boom .', 'en hij plukte een appel .', 'en toen kwam de cowboy erbij ja !', 'en die pakt de ladder weg om nog een appel te plukken , om de ladder iets ander . van de andere boom .', 'toen liep hij naar de andere appelboom .', 'merkte de indiaan niet denk ik .', 'hij riep heel hard', 'omdat de ladder weg was .']","[['820', '2580'], ['3160', '4180'], ['6600', '9180'], ['10960', '15440'], ['19040', '21420'], ['23400', '26960'], ['57300', '57940'], ['64120', '65040'], ['65220', '70140'], ['70480', '73680'], ['73640', '74540'], ['76000', '76500'], ['76600', '80860'], ['82700', '84500'], ['85080', '91500'], ['130790', '132950'], ['134130', '136650'], ['137210', '141630'], ['142390', '147130'], ['150090', '151950'], ['152810', '154730'], ['156630', '159770'], ['201290', '203310'], ['206020', '208540'], ['209800', '214020'], ['214360', '216420'], ['216600', '224360'], ['224400', '226480'], ['226740', '230500'], ['231460', '232580'], ['232700', '233780']]"
25,c12.cha,"['water geven .', 'het meisje haalt het water uit de kraan .', 'die gaat de bloemen water geven .', 'dokter plukt één weg .', 'dokter geeft aan de meisje een bloem .', 'hij vindt die bloem lief .', 'Pietpiraat gaat voetballen .', 'Pietpiraat gaat de voetbal in de zee doen .', 'hij is verdrietig dat hij de bal in de zee heeft .', 'de ... de ridder pakt de bal uit het water .', 'hij heeft hem uitgevist .', 'de Pietpiraat is blij .', 'prinses wil een ijsje kopen .', 'hij vindt het ijsje lekker .', 'hij geeft hem aan de heks .', 'een heks eet hem op .', 'hij likt ervan .', 'hij koopt nog een ijsje .', 'hij haalt appels uit de boom .', 'de indiaan .', 'hij klimt erin .', 'hij pakt er één uit .', 'indiaan staat de indiaan staat op de boom .', 'de cowboy nam de ladder mee .', 'en hij viel bijna eraf .']","[['13630', '16630'], ['21940', '24140'], ['26740', '29400'], ['42320', '43900'], ['45860', '51740'], ['71810', '76290'], ['115860', '116620'], ['119140', '123980'], ['126400', '129860'], ['131480', '139420'], ['140280', '143200'], ['145160', '147800'], ['182860', '184300'], ['185920', '189640'], ['191880', '194400'], ['195380', '199340'], ['201860', '203500'], ['204680', '208260'], ['238840', '241860'], ['242220', '244980'], ['247000', '249120'], ['252040', '254200'], ['258750', '263150'], ['263670', '272890'], ['276070', '277750']]"
26,c06.cha,"['de meisje heeft een gieter .', 'de meisje loopt naar de kraan .', 'de meisje gaat nou haar bloemetjes gieteren .', 'en de dokter die gaat één plukken .', 'en de dokter die die heeft een roze bloem .', 'en dan doet ze de bloem in haar haar .', 'een Pietpiraat met de voetbal .', 'dan schopt hij hem .', 'dan is die in het water .', 'dan gaat de ridder hem vangen .', 'en hij heeft de v hij heeft de bal in een net gevangen .', 'nu heeft hij zijn bal weer terug .', 'prinses wil een ijsje .', 'nu heeft ze een lekker ijsje .', 'nou kwam ze de heks tegen .', 'nu is heeft de heks het ijsje .', 'nu gaat de heks erop likken .', 'nu gaat ze nog één kopen .', 'een indiaan loopt met een ladder in zijn hand .', 'dan klimt hij in de boom met zijn ladder .', 'dan wil die een appel .', 'dan kan die niet meer naar beneden .', 'een cowboy heeft nou de ladder .']","[['1040', '3640'], ['4860', '10400'], ['10780', '16440'], ['19840', '23080'], ['24480', '35280'], ['38100', '42340'], ['64680', '66780'], ['67580', '71320'], ['72780', '75540'], ['76640', '80740'], ['83380', '87200'], ['87900', '92960'], ['117030', '119150'], ['121130', '123510'], ['126110', '128690'], ['132690', '134790'], ['137110', '139590'], ['140270', '144210'], ['165440', '168800'], ['168860', '172600'], ['174100', '176280'], ['178840', '180620'], ['182320', '184860']]"
27,c10.cha,"['een meisje met een gieter .', 'die doet in de gieter wat water .', 'dan doet hij het op de bloemen .', 'en dan komt de dokter .', 'de dokter die plukt een bloemetje .', 'en geeft de bloemetje aan het meisje .', 'en dan doet ze het in haar haar .', 'een piraat met een bal .', 'hij schopt de bal in het water .', 'dan huilt moet hij huilen .', 'de ridder heeft een visnet .', 'hij pakt de bal eruit .', 'en dan is de Pietpiraat er blij mee .', 'een meisje wil een ijsje de prinses wil een ijsje kopen .', 'en dan gaat hij aan likken .', 'zij geeft het aan de heks .', 'dan is de heks er blij mee .', 'dan likt die eraan .', 'dan koopt ze nog een ijsje voor zichzelf .', 'een brandweerman een indiaan die wil in een bloom boom klimmen .', 'die pakt een appel .', 'en hij wil hij pakt de appel .', 'en de indiaan die durft niet meer naar beneden .', 'dan zegt hij']","[['180', '2980'], ['5920', '10860'], ['13140', '16560'], ['17320', '18520'], ['20290', '22790'], ['24030', '29330'], ['31370', '50190'], ['59450', '61010'], ['61530', '64970'], ['67530', '71730'], ['74690', '77090'], ['109840', '110440'], ['105720', '106780'], ['106280', '113040'], ['113900', '117480'], ['118460', '122960'], ['125170', '128090'], ['128790', '134990'], ['136570', '141690'], ['168220', '173020'], ['174720', '176760'], ['180380', '199020'], ['201160', '203800'], ['234420', '234440']]"
28,c04.cha,"['een ballerina ging de drinken geven aan de plantjes .', 'en toen ging die de waterkraan . aandoen .', 'en hij ging de tanken even tanken .', 'en toen geeft hij [/] en toen geeft hij het aan de plantjes .', 'en toen kwam een ziek een dokter .', 'en hij keek naar de bloemen .', 'en hij geeft het aan de ballerina .', 'en hij zet het op haar hoofd .', 'een piraat kwam met een bal .', 'en hij en hij schopt hem met de bal .', 'maar toen was die en toen was die in de water .', 'en hij ging huilen .', 'en die ridder ging hem pakken .', 'en hij pakt hem .', 'en hij heeft hem .', 'en de piraat had weer zijn bal terug .', 'een prinses wilde een ijsje .', 'en hij heeft . en hij eet hem .', 'en toen geeft die het aan de heks .', 'en toen was de heks blij .', 'en toen likt die hem ook .', 'en toen ging die weer naar de naar de ijsjeswinkel .', 'een indiaan ging een boom pakken & ehm appel .', 'en hij klom in de klimmerek .', 'en hij heeft had hem .', 'en hij zat hij ging staan op de boom .', 'en toen kwam kon die niet meer weg .', 'en hij zat steeds .', 'en hij kon steeds niet naar beneden gaan .', 'en toen had ging die cowboy weg .', 'en toen zei die indiaan']","[['1120', '5580'], ['5960', '13760'], ['14860', '17940'], ['19580', '23860'], ['24420', '31620'], ['34000', '37120'], ['36920', '42860'], ['44240', '50240'], ['73770', '76950'], ['77590', '85470'], ['85830', '90890'], ['91290', '92310'], ['94420', '97320'], ['98480', '102540'], ['102700', '103700'], ['138430', '139570'], ['137290', '140530'], ['141550', '149170'], ['153990', '156370'], ['158350', '161010'], ['163230', '167410'], ['197760', '198260'], ['201970', '204130'], ['207690', '210810'], ['213370', '219170'], ['218180', '222600'], ['223260', '231240'], ['231720', '234120'], ['235180', '237380'], ['239720', '244700'], ['246580', '250760']]"
29,c05.cha,"['hij heeft een gieter in zijn hand .', 'en hij .. gaat de gieter vullen .', 'en hij strooit het over de bloemen .', 'en de dokter die plukt er één .', 'en die geeft hem aan de .. jong meisje .', 'en die doet ze in haar haar .', 'de piraat speelt met de bal .', 'en hij schopt hem .', 'en hij is verdrietig .', 'en toen zag die een ridder staan .', 'die ging de bal weer pakken .', 'toen ging die er weer mee spelen .', 'de prinsesje wilde een ijsje kopen .', 'en toen had hij er één .', 'toen gaf ze hem aan de heks .', 'en daar was die blij mee .', 'en toen at die hem op .', 'en toen kocht die nog een .', 'de indiaan ging een appel pakken .', 'toen klom die in de boom .', 'toen ging die één pakken .', 'en toen ging de ... cowboy de trap wegpakken .', 'en toen kon de indiaan er niet meer uit .', '.. weet ik niet die .']","[['10840', '13560'], ['16260', '21580'], ['27000', '30580'], ['35560', '38480'], ['41340', '53580'], ['76370', '76970'], ['74310', '79530'], ['80530', '84990'], ['85670', '89790'], ['92950', '98230'], ['98590', '104070'], ['105450', '109990'], ['135560', '139100'], ['142520', '143920'], ['145260', '151600'], ['154490', '156670'], ['156810', '162530'], ['195070', '195690'], ['190140', '192620'], ['193040', '199700'], ['200660', '204620'], ['205320', '218760'], ['221600', '225700'], ['226660', '235900']]"
30,c11.cha,"['een elfje . en een gieter .', 'een elfje .', 'doet de plantjes water .', 'een zuster een mei elfje .', 'bloemetjes water geven .', 'de zuster pakt er één .', 'en die geeft aan het me elfje .', 'het elfje doet in zijn haar .', 'een Pietpiraat .', 'een bal .', 'Pietpiraat gooit de bal in de zee .', 'de ridder en de Pietpiraat .', 'de bal valt in het water .', 'en die is nat .', 'huilen .', 'de ridder en de Pietpiraat .', 'een net .', 'de Pietpiraat en de ridder .', 'de ridder vangt de bal op .', 'de fee .', 'een ijsje kopen .', 'de fee eet het ijsje op .', 'de fee geeft die ijsje aan de heks .', 'de fee . de heks en de fee .', 'ijsje opeten .', 'de heks en de fee .', 'ze slikt het ijsje af .', 'de prinses koopt nog een ijsje .', 'de indiaan .', 'die pakt appeltjes .', 'die klimt op de ladder .', 'ze pakt één van de boom .', 'en de cowboy neemt de trap weg .', 'de indiaan kan er niet meer af .', 'de indiaan schreeuwt .']","[['3820', '8160'], ['10360', '17920'], ['20930', '22970'], ['27390', '32270'], ['34830', '37050'], ['43740', '45900'], ['48020', '51680'], ['54820', '58960'], ['91180', '92140'], ['94300', '95180'], ['95840', '101460'], ['106800', '121540'], ['111340', '115100'], ['115480', '120300'], ['122460', '122960'], ['126960', '128560'], ['133910', '136130'], ['139890', '146770'], ['147250', '149450'], ['193370', '194710'], ['196450', '198650'], ['202150', '206170'], ['207470', '213490'], ['213490', '219550'], ['221290', '223230'], ['226380', '228240'], ['230700', '234940'], ['239100', '242720'], ['266270', '267070'], ['269510', '271110'], ['272030', '276710'], ['280450', '282190'], ['286620', '290220'], ['291640', '297340'], ['299920', '303780']]"
