,filename,utterances,timestamps
10,c19.cha,"['een meisje een danseres geeft een beetje water aan de bloemetjes ', 'toen die op was ging ze weer water in doen ', 'toen ging ze weer de bloemetjes water geven ', 'en toen kwam een dokter bij haar ', 'en de dokter plukte een bloemetje ', 'gaf t aan t meisje ', 'ze deed t in haar haar ', 'een piraat die had een bal vast ', 'hij schopte drmee ', 'en hij viel in het water ', 'de piraat moest huilen ', 'maar opeens kwam er een ridder bij de piraat staan ', 'en die zei', 'ik heb wel een net ', 'misschien kan ik m wel vangen uit het water ', 'en toen ging die ridder hem uit t water uitvangen ', 'en toen keek die piraat weer blij ', 'want hij had zn bal ', 'een prinses wou graag een ijsje ', 'ze gaf een cent ', 'toen kreeg ze een ijsje ', 'wat was dat lekker ', 'ze gaf het aan een heks ', 'en toen hapte de heks ', 'en toen ging het prinsesje nog een ijsje halen ', 'een indiaan kwam bij een boom met een ladder ', 'hij & ehm zette de ladder tegen de boom ', 'hij klom erin ', 'plukte een appel ', 'komt de cowboy ', 'die haalde de ladder weg ', 'en toen nam die de ladder mee ', 'roepte de indiaan ']","[['4190', '10410'], ['11050', '16750'], ['19690', '23690'], ['23970', '25910'], ['27850', '31770'], ['33050', '36170'], ['69100', '69700'], ['68780', '77480'], ['80040', '95280'], ['87740', '90240'], ['89860', '91660'], ['92200', '96100'], ['97620', '98620'], ['99120', '100300'], ['100280', '102680'], ['104140', '107920'], ['110200', '140580'], ['140080', '140680'], ['146570', '148870'], ['148990', '150190'], ['151930', '153910'], ['154790', '155910'], ['157730', '159970'], ['162750', '165090'], ['174670', '205150'], ['207420', '212160'], ['213420', '218820'], ['219400', '220300'], ['222420', '226060'], ['228790', '229970'], ['230190', '233170'], ['235450', '238490'], ['243330', '245310']]"
11,c31.cha,"[' een danseres die de bloemen water geeft ', 'en daar doet ze het water in de kraan in de gieter ', 'en daar gaat ze de bloemen gieten ', 'en de dokter staat erbij ', 'en de d en d dokter gaat die plukken ', 'en hij geeft ze aan aan de danseres ', 'en hij stopt en het meisje stopt m in haar haar ', 'een piraat ', 'en hij heeft de bal ', 'en daar schopt ie met de bal ', 'en daar komt de kasteelwachter ', 'en hij helpt die piraat ', 'helpt ', 'en daar en daar heeft de kasteelwachter een net ', 'en hij net raapt de bal op met het net ', 'en daar heeft hij ze bal terug ', 'dat meisje wil een ijsje kopen ', 'en daar heeft ze een ijsje ', 'en hij geeft m aan de heks ', 'en en daar heeft hij m in zijn handen ', 'en daar likt eet hij m op ', 'oh !', 'en daarna koopt ze nog een ijsje ', 'de die indiaan wil appels plukken ', 'en daar klimt ie met de ladder in de boom ', 'en daar heeft ie een appel ', 'en en de cowboy die haalt de ladder weg ', 'en en nu zit die indiaan in de boom ', 'en daar is kijk en en en daar is ie een beetje boos ']","[['300', '5600'], ['6140', '13120'], ['13340', '16420'], ['17420', '19400'], ['21160', '24340'], ['24980', '29000'], ['30660', '35360'], ['58540', '59340'], ['62920', '64260'], ['64360', '68520'], ['71340', '73500'], ['74030', '77450'], ['78270', '78770'], ['79530', '85610'], ['89390', '94230'], ['94690', '98270'], ['128560', '133440'], ['134220', '136940'], ['137960', '141460'], ['142760', '147380'], ['150000', '153660'], ['154760', '155260'], ['155360', '160580'], ['184390', '190530'], ['192780', '197040'], ['197360', '200140'], ['201300', '206760'], ['209440', '213380'], ['216200', '223440']]"
12,c30.cha,"['gaat bloemen water geven ', 'gaat hij nieuwe water daar weer in doen ', 'dokter gaat komen ', 'dokter gaat bloemen plukken ', 'een piraat ', 'hij gaat voetbal spelen ', 'hij gaat in t water schoppen ', '& ehm verdrietig ', 'hij gaat weer n bal pakken ', 'hij heeft m ', 'hij gaat weer voetballen ', 'hij wil n ijsje kopen ', 'prinses gaat n ijsje likken ', 'wil je ook ijsje ?', 'dan gaat hij likken ', 'hij gaat een centje geven ', 'hij gaat appels pikken ', 'xxx ladder gaat vallen ', 'die gaat xxx omhoog doen ', 'hij gaat weer bij worden ', 'hij wordt nu xxx drietig ']","[['27820', '30480'], ['39650', '41390'], ['45450', '50530'], ['56910', '59610'], ['141030', '141790'], ['145410', '149870'], ['156030', '159790'], ['162310', '162810'], ['205740', '207740'], ['210620', '213080'], ['218430', '219490'], ['220210', '232750'], ['272440', '276320'], ['281490', '284090'], ['295450', '296570'], ['305350', '307710'], ['371900', '374080'], ['390810', '391770'], ['408200', '411860'], ['435200', '437100'], ['437440', '440720']]"
13,c18.cha,"['danseres die gaat de bloemetjes water geven ', 'die ging met de gieter naar een kraan ', 'ze ging de bloemetjes water geven ', 'de dokter vroeg of ze een bloemetje uit het gras mocht plukken ', 'en ze gaf het aan de daneres ', 'daneres deed de bloem in haar haar ', 'een piraat die was met de bal aan t spelen ', 'en hij ging de bal schoppen ', 'de bal die viel in t water ', 'de piraat moest huilen ', 'en een ridder kwam er aan met een net ', 'en die wilde de bal opvissen ', 'de piraat werd weer blij omdat de ridder de bal weer te pakken had ', 'de piraat was heel blij ', 'een prinsesje die ging naar de ijscoman ', 'ze kreeg een ijsje ', 'en en ze ging m opeten ', 'toen kwam de heks er aan ', 'de heks die pakte het ijsje ', 'en de heks die ging het ijsje opeten ', 'toen ging de prinsesje nog een keer naar naar de ijscoman ', 'de indiaan die pakte een ladder ', 'en ging naar de boom toe ', 'hij zette de ladder tegen de stam aan ', 'en klom naar boven ', 'de indiaan die pakte een appel ', 'en toen kwam de de cowboy draan ', 'en die pakte de ladder weg ', 'en de cowboy die ging hem doo tegen nog een boom aandoen ']","[['2600', '4640'], ['5860', '13640'], ['18220', '20400'], ['21600', '30040'], ['31840', '38240'], ['41190', '71670'], ['79020', '82200'], ['83160', '87640'], ['89180', '94340'], ['94300', '95660'], ['100020', '102720'], ['102740', '106240'], ['106500', '114720'], ['115680', '119380'], ['150450', '153350'], ['157370', '159170'], ['159510', '161570'], ['162330', '171430'], ['172020', '177500'], ['178340', '184000'], ['216890', '217510'], ['225970', '228690'], ['229690', '231510'], ['234750', '238010'], ['237890', '239010'], ['240530', '246690'], ['251590', '255250'], ['256450', '258250'], ['260630', '280170']]"
14,c15.cha,"['die geeft bloemen water ', 'die doet er water in ', 'geeft de bloemen water ', 'gaat z gaat hij een bloempje plukken ', 'dat doet een aamplantser ', 'aamplan die doet het in zijn haar ', 'die schopt met de bal ', 'die schopt ook die schopt bijna de bal in het water ', 'die die heeft een veertje grappig veertje ', 'die huilt ', 'omdat ze bal in het water is ', 'kijk die gaat de bal pakken ', 'kijk nou heeft hij m ', 'hij pakt de bal ', 'kijk nou heeft ie de bal ', 'die wil een ijsje hebben ', 'die heeft n die heeft nou een ijsje ', 'en die mag eentje aan de heks geven & he ', 'hij heeft m nog steeds niet op ', 'nee ', 'nou en nou slikt hij drvan ', 'ja ', 'gaat hij weer een ijsje kopen ', 'die gaat naar de boom lopen ', 'nou klimt ie op de boom ', 'nou komt er een man draan ', 'nou zet hij m weg ', 'nou zet hij m bij de andere boom ', 'kan ie ook klimmen ', 'nou staat ie op de boom maar wat te huilen ']","[['240', '1340'], ['1640', '7680'], ['8080', '12080'], ['19680', '22520'], ['28480', '29840'], ['72100', '81960'], ['94580', '96920'], ['103880', '109640'], ['111660', '120620'], ['122600', '123120'], ['124780', '126640'], ['127240', '131800'], ['137080', '139600'], ['146360', '148260'], ['182500', '183000'], ['179900', '181700'], ['184600', '187000'], ['189700', '194540'], ['201440', '203540'], ['204900', '205400'], ['205840', '212560'], ['215420', '215920'], ['248370', '248950'], ['252830', '254610'], ['255990', '259610'], ['263350', '264930'], ['269070', '275550'], ['273890', '276090'], ['277230', '278210'], ['281230', '285430']]"
15,c01.cha,"['een meisje een ballerina die gaat de water die gaat t water over het gras heen doen ', 'ze ze haalt het water ', 'en ze geeft de bloemetjes water ', 'maar er komt een zuster aan ', 'ze plukt een bloemetje ', 'die is voor jou ', 'ze doet m in haar haar ', 'ze lacht ', 'en ze doet haar ogen dicht ', 'die piraat die heeft een voetbal pakt ', 'hij schopt m in het water ', 'en hij lacht ', 'nu gaat ie huilen ', 'en er komt er een meneertje aan ', 'ik weet niet hoe dat heet ', 'en en die hebt een net ', 'en dan kijkt de piraat weer blij ', 'die haalt die bal uit het water ', 'hij is weer blij ', 'hij lacht ', 'en hij heeft zn voetbal weer in zn hand ', 'een prinses die hee die neemt een ijsje met een euro in de één ', 'ze heeft ze likt van haar ijsje af ', 'dr komt een heks aan ', 'en ze zegt', 'die is voor jou ', 'dankjewel ', 'ze likt aan het ijsje ', 'daarna neemt ze weer een euro ', 'en ze geeft één euro ', 'en ze neemt r weer een ijsje ', 'die pakt een appel met n ladder ', 'hij klimt naar boven ', 'hij pakt een appel ', 'en daar komt de cowboy aan ', 'hij haalt de ladder weg ', 'hij neemt m mee ', 'en die ander die blijft er staan ', 'hij is hij doet hij heeft zn mond open ', 'en hij staat op het takje ']","[['1150', '10630'], ['10710', '15150'], ['16130', '19330'], ['19160', '20840'], ['21300', '24820'], ['25940', '29880'], ['30560', '35980'], ['35800', '36420'], ['36720', '38120'], ['61990', '64830'], ['66010', '68790'], ['69890', '70850'], ['72350', '75290'], ['76130', '79170'], ['79250', '80490'], ['81730', '84590'], ['84610', '88030'], ['89310', '93490'], ['93590', '94750'], ['96430', '98430'], ['98830', '100910'], ['122260', '129200'], ['130500', '133480'], ['133500', '139300'], ['140340', '141220'], ['141220', '142920'], ['144340', '147140'], ['153460', '155080'], ['159320', '161100'], ['162680', '163900'], ['163920', '165720'], ['190990', '193750'], ['195690', '197290'], ['197690', '202530'], ['202910', '205950'], ['209290', '211470'], ['212750', '216750'], ['216730', '218890'], ['225150', '230570'], ['231010', '232690']]"
16,c29.cha,"[' meisje gietert ', 'ze wil wat water in de kraan doen ', 'ze wil plantjes water geven ', 'ziekenmevrouw wil de bloemen plukken ', 'de ziekenmevrouw wil de bloemen aan t meisje geven ', 't meisje heeft heeft t bloemetje in t haar ', 'die piraat heeft een bal ', 'de piraat de piraat wil de bal in t zee in de zee stoppen ', 'de piraat is nat ', 'de ridder heeft tennisnetten ', 'de ridder vangt de bal op ', 'de piraat heeft de bal ', 'dat meisje wil een ijsje ', 'ze heeft een ijsje ', 'het meisje wil het aan aan de tovenaar geven ', 'de tovenaar wil m opeten ', 'de tovenaar gaat aan draan likken ', 't meisje wil nog een ijsje ', 'de indiaan wil een appel pakken ', 'de indiaan xxx gaat op een ladder ', 'een cowboy wil ook een appel ', 'de de cowboy wil de ladder wegdoen ', 'de cowboy neemt de ladder mee ', 'de rid de indiaan schreeuwt ']","[['560', '2920'], ['4080', '10380'], ['10740', '14300'], ['20440', '21880'], ['23680', '31340'], ['67060', '68200'], ['71080', '72780'], ['73680', '81580'], ['82880', '85280'], ['85890', '92090'], ['93610', '100010'], ['100810', '105310'], ['133310', '137310'], ['139680', '141480'], ['143140', '148900'], ['150340', '153800'], ['156260', '159540'], ['160460', '165580'], ['193310', '197170'], ['200340', '203300'], ['204220', '211640'], ['215220', '219160'], ['219980', '224800'], ['226040', '231500']]"
17,c28.cha,"[' weet ik niet meer wat dat is ', 'ze gaat de bloemen water geven ', 'en gaat ze een beetje water pakken ', '& ehm dat weet ik niet meer ', 'hij gaat bloemen water geven ', 'dan gaat ze dokter een bloemetje pakken ', 'die geeft ze aan t danseresje ', 'en doet ze in je haar ', 'piraat ?', 'gaat voetballen ', 'dan gaat ie schoppen ', 'en dan ligt hij in t water ', 'en dan gaat de ridder hem eruit met een net halen ', ' dat weet ik niet meer ', 'geeft hij m aan aan aan de piraat ', 'ze geeft een muntje ', 'en ze krijgt een ijsje ', 'ze heeft een ijsje in de hand ', 'en ze gaat m oplikken ', 'en nu geeft ze m aan de heks ', '& ehm dan weet ik t niet meer ', '& ehm en ze de heks gaat haar m opeten ', 'en dan gaat en nu gaat ze hem op ', 'en dan gaat ze eerst likken ', 'en daarna gaat nadat ze het opgelikt heeft gaat ze dat hard eten ', 'en dan geeft ze weer xxx een muntje xxx ', 'de indiaan gaat appels één appeltje plukken ', 'en dan pakt ie nu xxx ', 'gaat ie eerst een ladder pakken ', 'en daarna gaat ie een appeltje pakken ', 'en dan komt de cowboy ', 'dan neemt hij m mee ', 'en dan zit ie alleen in een boom ']","[['2180', '4140'], ['7820', '10460'], ['13960', '17100'], ['22650', '24750'], ['28710', '30970'], ['35110', '40210'], ['43770', '47010'], ['51510', '54090'], ['75910', '76410'], ['77090', '77890'], ['80650', '83570'], ['84090', '88810'], ['93250', '98110'], ['102470', '104290'], ['117160', '121700'], ['149060', '150760'], ['150740', '152080'], ['154300', '156800'], ['156560', '157600'], ['158920', '164340'], ['170470', '172770'], ['174230', '185790'], ['191200', '193640'], ['193600', '194860'], ['194900', '199340'], ['202340', '205800'], ['226800', '231340'], ['236430', '238550'], ['238570', '241190'], ['241270', '243450'], ['244990', '250550'], ['260920', '266160'], ['266940', '271360']]"
18,c14.cha,"['zangeres met emmer ', 'gaat naar de kraan ', 'ze doet er water in ', 'ze geeft t water aan de plantjes ', 'de dokter pakte een plantje ', 'de dokter geeft t aan t zangeresje ', 'zangeresje die doet t op haar hoofd ', 'Pietpiraat met een bal ', 'hij pakt een net ', 'hij haalt de bal druit ', 'Pietpiraat is er weer blij mee ', ' prinses die wil een ijsje ', 'ze neemt er een slikje van ', 'ze geeft m aan de heks ', 'de heks die is er blij mee ', 'de heks neemt er een slikje van ', 'dan vraagt ze om nog een ijsje ', 'de indiaan gaat naar een boom ', 'hij klimt op de trap ', 'hij probeert de appel te pakken ', 'de cowboy die pakt de trap ', 'de cowboy gaat ermee weg ', 'de indiaan die schreeuwt heel hard']","[['2320', '3260'], ['13400', '16560'], ['18140', '19880'], ['22140', '24840'], ['27680', '33460'], ['36660', '49980'], ['45420', '65440'], ['71850', '72970'], ['75930', '88530'], ['120720', '121320'], ['120180', '123940'], ['123440', '127300'], ['128500', '134120'], ['139580', '140480'], ['140800', '152360'], ['154680', '157780'], ['188200', '188720'], ['188540', '189660'], ['190720', '195900'], ['197860', '201940'], ['207400', '209920'], ['210620', '216040'], ['219670', '228790']]"
19,c02.cha,"['weet t niet meer ', 'weet ik niet ', 'de danseres had een gieter in zn hand ', 'en xxx water in doen ', 'toen stapte & polie op de bloemetjes ', 'en een dokter komt eraan ', 'de dokter plukt een bloemetje ', 'hij geeft m aan de danseres ', 'en hij doet m in zijn haar ', 'dat is een dief ', 'hij heeft een bal in ze hand ', 'en hij schopt m omhoog ', 'en hij schopt m omhoog ', 'en en een ridder komt er aan ', 'de bal ligt in het water ', 'en en de piraat huilt ', 'en & ehm de ridder hebt een net in ze hand ', 'en hij wout de bal weer uit het water halen ', 'en hij heeft hem uit het water gepa ', 'en de & piraat is er weer blij om ', 'en hij speelt er weer fijn mee ', 'er is een prinses en een ijsje ', 'en die hebt één euro ', 'en hij wilt een ijsje kopen ', 'en hij likt er fijn aan ', 'en hij likt er fijn aan !', 'en hij geeft m aan de heks ', 'en heks kijkt ernaar ', 'en hij pakt m aan ', 'en heks xxx ', 'en de heks likt er ook fijn aan ', 'en de prinses wil weer een ijsje kopen ', 'er is een indiaan met een trap in ze hand ', 'en hij wilt een appel pakken ', 'hij klimt op de ladder ', 'en wil pakt een appel ', 'en daar komt', 'ja ik weet niet hoe die heet ', 'cowboy komt eraan ', 'en hij zegt wat ie aan het doen is ', 'haalt de ladder drvan weg ', 'en hij pakt de ladder ', 'indiaan kan dr niet meer vanaf ', 'en hij blijft er de hele dag drop zitten ', 'en indiaan wilt ook een appel uit de boom halen ', 'oh , en de indaan zegt']","[['2120', '3580'], ['7040', '9680'], ['12080', '14900'], ['20040', '21440'], ['22120', '26280'], ['26420', '29820'], ['32740', '35700'], ['36240', '50420'], ['76040', '77180'], ['71300', '72800'], ['73140', '75000'], ['76880', '80080'], ['82720', '84080'], ['87980', '101680'], ['90440', '92360'], ['92180', '94500'], ['97940', '102960'], ['103340', '106240'], ['110380', '112860'], ['113260', '116820'], ['119940', '121480'], ['141000', '143080'], ['143260', '144520'], ['144900', '146440'], ['148300', '152360'], ['153880', '155840'], ['155960', '160840'], ['164280', '167480'], ['168240', '172820'], ['173400', '176240'], ['185540', '187860'], ['191520', '195940'], ['213580', '218420'], ['218220', '219680'], ['220640', '223260'], ['223640', '225500'], ['229660', '231360'], ['232570', '233430'], ['234870', '237850'], ['238150', '241170'], ['242550', '245890'], ['246770', '248050'], ['248670', '250610'], ['253590', '256510'], ['256870', '261190'], ['261610', '267190']]"
20,c16.cha,"['die gaat water spr ', 'die gaat water sproeien ', 'ze gaat er water in doen ', 'ze gaat t water door de bloemen natmaken ', 'anders gaan ze dood ', 'en en dokter gaat plukte één bloem ', 'ze geeft m aan haar ', 'ze slaapt ', 'dat is Pietpiraat ', 'ze gaat voetballen ', 'ze huilt ', 'nu huilt ie niet meer ', 'ze ze gaat ze bal pakken ', 'en nu heeft ie de bal weer terug ', 'ze gaat ijsjes kopen ', 'ze heeft een ijsje ', 'de de mevrouw die geeft m aan de heks ', 'en nu heeft de heks hem ', 'nu geeft de heks weer aan de xxx ', 'nu slikt de heks ', 'nu geeft nu pakt ie nog een ijsje ', 'ze pakt een ze ze gaat appels plukken ', 'ze gaat op de trap ', 'ze pakt een nieuwe appel ', 'en nu pakt die agent dr af ', 'nu kan ze niet uit de boom komen ', 'dat s haar eigen schuld ', 'dan moet je daar woon niet op komen ', 'ze huilt ']","[['540', '1760'], ['1900', '3600'], ['10820', '13160'], ['16950', '21090'], ['21410', '22650'], ['26250', '32290'], ['39580', '41820'], ['45840', '47760'], ['93060', '93940'], ['99560', '100440'], ['101000', '104240'], ['108660', '110380'], ['112620', '118440'], ['119400', '123760'], ['153740', '156980'], ['159160', '161580'], ['162240', '171560'], ['174380', '177280'], ['178400', '183020'], ['183640', '184700'], ['188380', '191520'], ['215690', '219430'], ['220810', '224230'], ['224310', '229310'], ['231450', '237470'], ['240940', '242700'], ['244060', '245640'], ['245540', '247100'], ['251160', '258320']]"
21,c17.cha,"['een ballerina die heeft alweer een gieter ', 'en doet de kraan open ', 'en loopt de gieter vol ', 'en daarna geeft ze de bloemetjes water ', 'en de verpleegster staat ernaast ', 'de verpleegster pakt een bloem ', 'en geeft t aan t prinsesje ', 'ze doet de bloem in haar haar ', 'een piraat heeft een bal ', 'en schopt hem in t meer ', 'en nu ligt hij in in t meer ', 'maar de ridder die heeft een schepnet ', 'en pakt de bal eruit ', 'eindelijk heeft de piraat zn bal terug ', 'een prinsesje geeft één euro aan de ijsman ', 't prinsesje heeft een ijsje ', 'het prinsesje geeft het ijsje aan de heks ', 'en de heks eet m op ', 'en likt aan t ijsje ', 'en dan geeft ze nog een euro aan de ijsman ', 'de indiaan pakt een ladder om in de boom te komen voor de appels ', 'hij klimt erop ', 'en springt misschien op de tak ', 'en pakt die appel ', 'hij pakt de appel ', 'en dan komt er een cowboytje aanlopen ', 'de cowboy pakt de ladder ', 'nu zit de indiaan vast in een boom ', 'en hij roept']","[['2200', '4580'], ['7380', '9580'], ['9780', '13160'], ['15340', '20100'], ['20940', '22640'], ['24320', '27280'], ['28580', '45080'], ['68180', '68800'], ['68510', '70050'], ['70670', '75450'], ['77010', '81730'], ['85170', '88190'], ['91580', '92760'], ['93600', '98940'], ['124390', '127670'], ['129870', '133410'], ['134290', '140130'], ['144170', '146950'], ['148330', '151650'], ['152530', '157790'], ['186780', '193820'], ['195220', '196440'], ['197000', '199720'], ['199420', '200680'], ['202260', '204980'], ['205280', '207180'], ['210000', '212380'], ['212620', '219080'], ['224080', '224680']]"
22,c03.cha,"['hij moet water ', 'hij heeft t nodig voor de bloemen ', 'dokter pakt de bloem eruit ', 'de dokter geeft de bloem aan de het balleres ', 'de balletdanseres die doet zn bloem op zijn haar ', 'de piraat gaat voetballen ', 'hij schopt t in t water ', 'hij moet huilen omdat ie de bal in het water heeft geschopt ', ' hij wil een vis vangen ', 'hij wou de bal ', 'hij kon eindelijk weer voetballen ', 'de prinses die wilt een ijsje kopen ', 'dat ie aan het ijsje likt ', 'de prinses geeft het ijsje aan de heks ', 'dan gaat de heks m opeten ', 'en nou eet hij m op ', 'koopt een ijsje ', 'de indiaan wil een appel pakken uit de boom ', 'hij klimt op de ladder ', 'en pakt de appel ', 'de cowboy komt ', 'hij wilde zn trap lenen ', 'toen ging tie weer weg ', 'hij hij heeft geen ladder meer ']","[['22150', '24930'], ['33670', '37010'], ['37610', '46770'], ['51440', '60000'], ['67140', '73400'], ['104190', '105970'], ['107270', '112510'], ['113510', '123830'], ['145240', '150440'], ['153920', '155340'], ['161260', '163300'], ['190120', '193840'], ['206510', '214770'], ['219270', '225310'], ['231970', '235470'], ['236250', '245150'], ['283220', '288720'], ['288220', '291520'], ['292540', '299180'], ['299420', '301840'], ['301980', '310220'], ['311960', '317780'], ['318580', '325720'], ['327520', '336300']]"
23,c07.cha,"['een meisje die geeft de planten water ', 'en in een gietertje doet t water erin ', 'en en en ze doet de plantjes ', 'en de dokter die plukt de bloemen ', 'en die geeft t aan t meisje ', 'en die doet ze in t haar ', 'een een piraat die heeft de bal ', 'en die schopt hij in t water ', 'en de bal die ligt nou in t water ', 'en de piraat die moet huilen ', 'en nu is die weer opgehouden met huilen ', 'en de ridder die vangt met een net de bal dr weer uit ', 'en de piraat is heel trots ', 'en dan heeft ze dr een ', 'en en die geeft ze aan de heks ', 'en de heks die eet t op ', 'en ze geeft t muntje ', 'de indiaan die wil een appel ', 'en hij klimt op de ladder ', 'en dan pakt hij dr één ', 'en dan pakt een die pakt m af ', 'en dan zit ie op een tak ', 'en de indiaan roept', 'help !']","[['1240', '3960'], ['4760', '11740'], ['13840', '18240'], ['18840', '26740'], ['26960', '32120'], ['33520', '37380'], ['61480', '68120'], ['69050', '75150'], ['75530', '81450'], ['81430', '82970'], ['86850', '92330'], ['92630', '101710'], ['135780', '136300'], ['131060', '133840'], ['148940', '161460'], ['158380', '162880'], ['163480', '170500'], ['194230', '196630'], ['198450', '201550'], ['203910', '206210'], ['209410', '214370'], ['214630', '218550'], ['221830', '225450'], ['226190', '226690']]"
24,c13.cha,"['een meisje met een bloempot ', 'de danseres weer ', 'ze doet water via een kraan ja ', 'en de g die doet de bloemen geeft ie water van een dokter ', 'en de dokter pluk een bloem ', 'en ze geeft t aan de danseres ', 'en ze zet t in haar haar ', 'Pietpiraat met de bal ', 'en die schopt de bal ', 'de bal gaat in t water ', 'en hij is verdrietig ', 'ja !', 'de ridder haalt een net van de piraat denk ik ', 'en die vist m eruit ', 'en toen en de piraat met de bal in ze hand ', ' de prinses wou graag een ijsje kopen ', 'en ze had een ijsje gekocht ', 'en ze gaf dat ijsje aan de heks ', 'en de heks had m in zijn hand van een prinses ', 'en ze slikte m op ', 'de heks die hebt een ijsje ja ', 'en toen koop en koopte de prinses nog een ijsje ', 'een indiaan die ging naar een appelboom ', 'die dee de ladder tegen de boom ', 'en hij plukte een appel ', 'en toen kwam de cowboy erbij ja !', 'en die pakt de ladder weg om nog een appel te plukken , om de ladder iets ander van de andere boom ', 'toen loopte hij naar de andere appelboom ', 'merkte de indiaan niet denk ik ', 'hij roepte heel hard', 'omdat de ladder weg was ']","[['820', '2580'], ['3160', '4180'], ['6600', '9180'], ['10960', '15440'], ['19040', '21420'], ['23400', '26960'], ['57300', '57940'], ['64120', '65040'], ['65220', '70140'], ['70480', '73680'], ['73640', '74540'], ['76000', '76500'], ['76600', '80860'], ['82700', '84500'], ['85080', '91500'], ['130790', '132950'], ['134130', '136650'], ['137210', '141630'], ['142390', '147130'], ['150090', '151950'], ['152810', '154730'], ['156630', '159770'], ['201290', '203310'], ['206020', '208540'], ['209800', '214020'], ['214360', '216420'], ['216600', '224360'], ['224400', '226480'], ['226740', '230500'], ['231460', '232580'], ['232700', '233780']]"
25,c12.cha,"['water geven ', 'het meisje haalt t water uit de kraan ', 'die gaat de bloemen water geven ', 'dokter plukke één weg ', 'dokter geeft aan de meisje een bloem ', 'hij vindt die bloem lief ', 'Pietpiraat gaat voetballen ', 'Pietpiraat gaat de voetbal in de zee doen ', 'hij is verdrietig dat hij de bal in de zee heb ', 'de de ridder pakt de bal uit het water ', 'hij heeft m uitgevist ', 'de Pietpiraat is blij ', 'prinses wil een ijsje kopen ', 'hij vindt t ijsje lekker ', 'hij geeft m aan de heks ', 'een heks eet m op ', 'hij likt ervan ', 'hij koopt nog een ijsje ', 'hij haalt appels uit de boom ', 'de indiaan ', 'hij klimt drin ', 'hij pakt er één uit ', 'indiaan staat de indiaan staat op de boom ', 'de cowboy nam de ladder mee ', 'en hij viel bijna draf ']","[['13630', '16630'], ['21940', '24140'], ['26740', '29400'], ['42320', '43900'], ['45860', '51740'], ['71810', '76290'], ['115860', '116620'], ['119140', '123980'], ['126400', '129860'], ['131480', '139420'], ['140280', '143200'], ['145160', '147800'], ['182860', '184300'], ['185920', '189640'], ['191880', '194400'], ['195380', '199340'], ['201860', '203500'], ['204680', '208260'], ['238840', '241860'], ['242220', '244980'], ['247000', '249120'], ['252040', '254200'], ['258750', '263150'], ['263670', '272890'], ['276070', '277750']]"
26,c06.cha,"['de meisje heeft een gieter ', 'de meisje loopt naar de kraan ', 'de meisje gaat nou haar bloemetjes gieteren ', 'en de dokter die gaat één plukken ', 'en de dokter die die heeft een roze bloem ', 'en dan doet ze de bloem in dr haar ', 'een Pietpiraat met de voetbal ', 'dan schopt hij m ', 'dan is die in het water ', 'dan gaat de ridder m vangen ', 'en hij heeft de v hij heeft de bal in een net gevangen ', 'nu heeft hij ze bal weer terug ', 'prinses wil een ijsje ', 'nu heeft ze een lekker ijsje ', 'nou kwam ze de heks tegen ', 'nu is heeft de heks het ijsje ', 'nu gaat de heks drop likken ', 'nu gaat ze nog één kopen ', 'een indiaan loopt met een ladder in ze hand ', 'dan klimt hij in de boom met ze ladder ', 'dan wil die een appel ', 'dan kan die niet meer naar beneden ', 'een cowboy heeft nou de ladder ']","[['1040', '3640'], ['4860', '10400'], ['10780', '16440'], ['19840', '23080'], ['24480', '35280'], ['38100', '42340'], ['64680', '66780'], ['67580', '71320'], ['72780', '75540'], ['76640', '80740'], ['83380', '87200'], ['87900', '92960'], ['117030', '119150'], ['121130', '123510'], ['126110', '128690'], ['132690', '134790'], ['137110', '139590'], ['140270', '144210'], ['165440', '168800'], ['168860', '172600'], ['174100', '176280'], ['178840', '180620'], ['182320', '184860']]"
27,c10.cha,"['een meisje met een gieter ', 'die doet in de gieter wat water ', 'dan doet ie het op de bloemen ', 'en dan komt de dokter ', 'de dokter die plukt een bloemetje ', 'en geeft de bloemetje aan het meisje ', 'en dan doet ze t in haar haar ', 'een piraat met een bal ', 'hij schopt de bal in het water ', 'dan hui moet hij huilen ', 'de ridder heeft een vissenet ', 'hij pakt de bal druit ', 'en dan is de Pietpiraat dr blij mee ', 'een meisje wil een ij de prinses wil een ijsje kopen ', 'en dan gaat ie aan likken ', 'zij geeft t aan de heks ', 'dan is de heks dr blij mee ', 'dan likt die draan ', 'dan koopt ze nog een ijsje voor zichzelf ', 'een brandweer een indiaan die wil in een bloom boom klimmen ', 'die pakt een appel ', 'en hij wil hij pakt de appel ', 'en de indiaan die durft niet meer naar beneden ', 'dan zegt ie']","[['180', '2980'], ['5920', '10860'], ['13140', '16560'], ['17320', '18520'], ['20290', '22790'], ['24030', '29330'], ['31370', '50190'], ['59450', '61010'], ['61530', '64970'], ['67530', '71730'], ['74690', '77090'], ['109840', '110440'], ['105720', '106780'], ['106280', '113040'], ['113900', '117480'], ['118460', '122960'], ['125170', '128090'], ['128790', '134990'], ['136570', '141690'], ['168220', '173020'], ['174720', '176760'], ['180380', '199020'], ['201160', '203800'], ['234420', '234440']]"
